Lehigh,Arcadia University,95,55,35-64,18-62,54.7,29.0,8-18,2-17,44.4,11.8,17-20,17-25,85.0,68.0,48,40,15,17,32,16,24,12,6,2,7,0,6,7,18,17,0,0,0,0,40,0 
Savannah St.,Coastal Georgia,80,42,33-62,14-49,53.2,28.6,9-25,3-10,36.0,30.0,5-11,11-15,45.5,73.3,46,32,13,7,28,20,26,10,13,8,9,3,13,23,12,18,0,0,0,0,38,0 
Fordham,Siena,74,59,28-59,22-60,47.5,36.7,7-15,3-20,46.7,15.0,11-14,12-19,78.6,63.2,44,33,11,11,29,20,16,11,9,8,3,4,18,15,15,12,0,0,0,0,17,0 
N.J. Tech,Bears,78,50,29-53,29-56,54.7,51.8,13-25,9-22,52.0,40.9,12-19,19-25,63.2,76.0,31,39,7,11,20,22,21,16,4,6,4,4,15,12,21,21,0,0,0,0,5,7 
St. Fran.NY,Howard,73,71,21-51,22-53,41.2,41.5,10-20,5-15,50.0,33.3,21-28,22-29,75.0,75.9,41,39,12,13,22,23,13,8,3,5,2,6,22,19,20,26,0,0,0,0,8,4 
Longwood,VMI,110,89,43-81,31-68,53.1,45.6,20-40,11-31,50.0,35.5,4-7,16-19,57.1,84.2,46,37,18,12,27,22,27,15,5,6,2,3,9,10,12,9,0,0,0,0,25,0 
Rutgers,Monmouth,81,66,27-57,22-58,47.4,37.9,7-18,7-24,38.9,29.2,20-27,15-20,74.1,75.0,42,43,17,18,21,17,19,14,10,8,11,3,17,18,21,25,0,0,0,0,23,10 
S. Dak. St.,Dakota State,93,60,34-64,25-59,53.1,42.4,9-19,5-14,47.4,35.7,16-20,5-7,80.0,71.4,51,29,18,9,27,15,20,11,10,4,3,0,12,15,14,17,0,0,0,0,38,0 
Nicholls St.,ULMonroe,82,70,31-50,21-44,62.0,47.7,12-21,9-22,57.1,40.9,12-19,14-18,63.2,77.8,37,20,10,2,23,15,15,12,3,3,1,0,8,6,20,16,0,0,0,0,21,3 
Oral Roberts,Little Rock,58,55,20-50,21-51,40.0,41.2,4-15,1-8,26.7,12.5,14-22,12-19,63.6,63.2,40,40,14,11,24,23,12,9,3,9,9,3,16,11,17,23,0,0,0,0,3,11 
SE Louisiana,Southern U.,65,61,19-54,19-51,35.2,37.3,3-16,4-15,18.8,26.7,24-41,19-27,58.5,70.4,53,40,20,7,28,26,8,8,9,7,2,3,21,18,25,29,0,0,0,0,14,2 
Louisiana,Dillard University,102,38,35-66,15-50,53.0,30.0,8-18,5-19,44.4,26.3,24-32,3-7,75.0,42.9,57,20,19,4,33,15,17,5,15,3,3,2,13,25,7,25,0,0,0,0,64,0 
Oregon,Portland St.,79,70,27-59,24-56,45.8,42.9,7-20,5-19,35.0,26.3,18-23,17-20,78.3,85.0,35,34,12,11,22,19,18,8,7,2,7,2,7,12,16,21,0,0,0,0,14,4 
