Florida A&M,Allen University,94,65,39-71,22-69,54.9,31.9,5-18,6-23,27.8,26.1,11-31,15-19,35.5,78.9,45,55,18,23,25,25,16,10,25,10,12,3,16,28,17,24,0,0,0,0,36,0 
Siena,Albany,64,60,23-62,24-64,37.1,37.5,7-18,8-22,38.9,36.4,11-17,4-5,64.7,80.0,50,35,17,12,29,23,13,11,3,3,7,4,14,9,10,16,0,0,0,0,5,19 
Providence,Brown,80,49,33-66,16-55,50.0,29.1,9-20,7-23,45.0,30.4,5-10,10-13,50.0,76.9,47,36,10,10,32,23,18,10,6,4,10,3,11,18,18,12,0,0,0,0,41,0 
Florida St.,Charleston So.,76,51,30-62,17-57,48.4,29.8,8-26,7-25,30.8,28.0,8-11,10-14,72.7,71.4,46,34,14,10,31,20,19,8,7,10,7,0,21,20,19,18,0,1,0,0,31,1 
Elon,UNCG,80,72,30-60,25-67,50.0,37.3,8-20,8-26,40.0,30.8,12-14,14-24,85.7,58.3,40,45,9,19,27,21,12,13,4,5,3,3,14,12,21,16,0,0,0,0,11,2 
Fordham,Hampton,54,53,21-66,19-57,31.8,33.3,3-19,7-24,15.8,29.2,9-16,8-17,56.3,47.1,56,42,22,13,29,27,12,11,5,6,2,4,14,15,15,16,0,0,0,0,11,3 
LIU,Lafayette,82,80,22-56,24-53,39.3,45.3,6-19,6-20,31.6,30.0,10-14,17-21,71.4,81.0,32,41,5,10,22,30,16,18,8,8,2,4,11,16,18,17,0,1,0,0,7,12 
Detroit,St. John's,69,63,23-48,20-57,47.9,35.1,5-18,5-21,27.8,23.8,18-26,18-21,69.2,85.7,27,47,8,20,18,22,11,10,6,4,3,0,11,16,17,20,0,0,0,0,13,1 
Yale,Sacred Heart,73,71,21-52,24-53,40.4,45.3,2-16,3-14,12.5,21.4,29-37,20-28,78.4,71.4,46,30,13,7,26,23,10,15,5,7,5,3,15,11,23,26,2,2,0,0,5,13 
Coppin St.,RedStorm,53,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Norfolk St.,SC State,82,67,31-67,22-58,46.3,37.9,2-13,2-13,15.4,15.4,18-34,21-30,52.9,70.0,49,42,18,13,26,25,12,8,9,6,5,5,13,18,25,28,1,0,0,0,18,2 
Lamar,UTRio Grande Valley,60,49,18-57,18-54,31.6,33.3,3-11,6-19,27.3,31.6,21-31,7-15,67.7,46.7,57,30,20,6,35,22,13,13,4,7,10,4,16,13,13,25,1,1,0,0,14,4 
UTSA,Samford,74,52,30-50,17-53,60.0,32.1,4-11,12-39,36.4,30.8,10-12,6-9,83.3,66.7,36,26,7,10,25,16,14,13,11,6,2,2,12,16,9,14,1,0,0,0,22,9 
Austin Peay,Arkansas St.,86,82,29-57,30-62,50.9,48.4,5-14,11-22,35.7,50.0,23-33,11-20,69.7,55.0,38,39,8,11,26,24,18,15,4,4,4,5,11,14,16,24,0,0,0,0,11,4 
Cent. Arkansas,SE Missouri St.,88,72,29-58,30-60,50.0,50.0,4-6,1-8,66.7,12.5,26-45,11-23,57.8,47.8,46,35,15,12,27,22,14,13,10,7,5,5,10,18,19,28,0,0,0,0,20,2 
Boise St.,Idaho St.,79,55,23-52,21-47,44.2,44.7,12-29,4-11,41.4,36.4,21-28,9-16,75.0,56.3,36,27,13,6,21,17,15,10,5,6,6,3,13,16,16,20,0,1,0,0,31,2 
Milwaukee,DePaul,87,76,29-47,32-64,61.7,50.0,11-20,3-18,55.0,16.7,18-30,9-16,60.0,56.3,32,35,7,13,23,18,15,11,6,12,0,1,17,13,14,25,0,0,0,0,22,0 
