Michigan,Ark.Pine Bluff,63,50,22-50,19-53,44.0,35.8,13-26,7-17,50.0,41.2,6-8,5-5,75.0,100.0,40,28,9,6,27,20,17,6,7,9,3,5,19,16,9,12,0,0,0,0,25,1 
Villanova,Boston U.,68,43,25-67,17-56,37.3,30.4,7-27,5-27,25.9,18.5,11-15,4-11,73.3,36.4,59,38,17,7,37,27,13,8,4,3,2,1,11,13,12,15,0,0,0,0,27,5 
PFW,Dartmouth,56,51,21-50,18-50,42.0,36.0,1-11,7-16,9.1,43.8,13-24,8-12,54.2,66.7,38,40,10,8,25,27,8,10,5,7,4,3,15,20,16,26,1,0,0,0,11,1 
Drexel,Niagara,71,58,15-51,37-68,29.4,54.4,1-13,8-21,7.7,38.1,8-15,2-6,53.3,33.3,30,51,10,17,17,32,6,28,5,9,5,7,15,12,11,18,0,0,0,0,0,45 
UCF,NC A&T,77,65,25-54,23-54,46.3,42.6,9-27,8-23,33.3,34.8,18-28,11-20,64.3,55.0,49,31,17,10,26,18,18,13,10,13,4,5,18,17,18,25,2,0,0,0,18,7 
South Carolina,Presbyterian,66,58,26-56,21-45,46.4,46.7,5-11,7-18,45.5,38.9,9-11,9-13,81.8,69.2,35,26,12,7,21,17,14,13,7,3,7,2,13,18,15,13,0,0,0,0,14,10 
Oakland,Rochester (MI),77,62,28-63,22-53,44.4,41.5,5-23,8-26,21.7,30.8,16-22,10-11,72.7,90.9,42,33,18,11,21,20,12,9,10,4,1,4,13,21,15,22,1,0,0,0,16,8 
Chattanooga,SPALD,98,48,31-54,17-51,57.4,33.3,14-28,7-21,50.0,33.3,22-31,7-13,71.0,53.8,40,26,10,7,29,17,22,11,11,10,2,2,15,24,14,22,0,0,0,0,54,0 
Alcorn St.,Point University,106,101,36-75,31-71,48.0,43.7,10-20,12-26,50.0,46.2,24-33,27-38,72.7,71.1,48,31,20,10,28,20,8,6,4,8,2,3,15,11,28,26,0,1,0,0,5,0 
Middle Tenn.,Belmont,65,62,23-46,21-47,50.0,44.7,3-12,11-25,25.0,44.0,16-30,9-14,53.3,64.3,36,31,11,6,23,20,14,15,9,5,9,2,12,14,13,21,0,0,0,0,13,5 
UT Martin,Bethel (Tenn.),86,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Green Bay,Michigan Tech,69,61,22-54,22-49,40.7,44.9,4-12,7-18,33.3,38.9,21-26,10-13,80.8,76.9,40,32,9,4,24,28,10,12,6,6,6,3,7,16,14,23,0,0,0,0,14,2 
Texas,Nicholls St.,93,40,36-76,14-51,47.4,27.5,7-27,2-17,25.9,11.8,14-20,10-15,70.0,66.7,54,33,24,9,28,19,17,9,10,2,9,2,8,20,14,22,0,0,0,0,53,3 
Wisconsin,Milwaukee,60,54,19-46,21-55,41.3,38.2,6-14,5-22,42.9,22.7,16-20,7-17,80.0,41.2,35,37,6,11,26,23,9,11,1,5,3,1,7,6,12,16,0,0,0,0,17,2 
Minnesota,C. Michigan,76,56,27-47,21-59,57.4,35.6,8-17,7-17,47.1,41.2,14-18,7-11,77.8,63.6,39,32,8,12,28,14,24,8,7,10,8,3,18,12,15,17,0,0,0,0,21,5 
Miss. St.,FAU,75,68,27-54,26-61,50.0,42.6,4-16,9-20,25.0,45.0,17-22,7-18,77.3,38.9,38,31,10,12,26,18,7,10,4,7,6,2,11,8,15,20,0,0,0,0,13,2 
Wyoming,UC Irvine,58,48,21-46,20-53,45.7,37.7,7-21,4-13,33.3,30.8,9-14,4-7,64.3,57.1,29,39,4,13,23,23,13,8,10,6,3,3,14,19,14,18,0,0,0,0,13,1 
UCSB,San Diego,65,61,24-46,21-57,52.2,36.8,5-14,6-16,35.7,37.5,12-14,13-18,85.7,72.2,37,37,5,12,26,19,12,11,5,8,8,3,15,9,22,15,0,0,0,0,4,1 
Oregon St.,UIC,95,53,33-57,17-57,57.9,29.8,8-15,5-22,53.3,22.7,21-28,14-20,75.0,70.0,48,31,9,10,36,16,20,10,15,4,7,2,15,19,18,20,0,1,0,0,43,0 
Saint Mary's,Jackson St.,77,53,26-60,16-49,43.3,32.7,10-28,3-8,35.7,37.5,15-22,18-29,68.2,62.1,48,28,16,7,30,19,23,8,6,10,4,3,15,11,20,19,0,0,0,0,30,0 
Santa Clara,Gladiators,84,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
