NW Miss. St.,UMKC,66,62,24-51,17-52,47.1,32.7,9-17,6-16,52.9,37.5,9-20,22-31,45.0,71.0,45,40,11,13,28,24,10,6,13,7,4,7,23,18,28,18,0,0,0,0,11,1 
Sacred Heart,Hartford,70,50,30-69,26-61,43.5,42.6,10-32,5-20,31.3,25.0,7-11,13-14,63.6,92.9,39,37,12,8,27,29,21,13,8,5,4,4,11,14,13,12,0,0,0,0,9,5 
Arizona St.,Montana St.,78,72,22-49,22-64,44.9,34.4,6-18,10-30,33.3,33.3,28-35,18-26,80.0,69.2,44,39,12,17,31,19,12,8,12,13,3,0,22,17,19,25,0,0,0,0,19,1 
Indiana St.,E. Illinois,79,72,22-53,27-56,41.5,48.2,6-19,6-15,31.6,40.0,29-36,12-12,80.6,100.0,40,30,12,5,24,22,14,13,3,7,3,2,14,16,14,26,0,0,0,0,11,2 
Brown,J&WProv.,86,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Northeastern,Boston U.,82,74,28-62,28-67,45.2,41.8,4-16,5-28,25.0,17.9,22-27,13-23,81.5,56.5,56,37,19,12,33,20,14,8,4,9,6,3,19,9,20,24,0,0,0,0,11,7 
Fairfield,Quinnipiac,72,60,25-51,23-64,49.0,35.9,10-19,2-9,52.6,22.2,12-26,12-21,46.2,57.1,41,46,9,19,26,24,17,8,6,5,6,4,15,16,21,23,0,0,0,0,15,0 
Presbyterian,Montreat,103,73,38-66,29-71,57.6,40.8,12-25,3-13,48.0,23.1,15-27,12-17,55.6,70.6,43,45,12,18,27,21,28,10,8,5,3,1,12,14,16,17,0,1,0,0,31,0 
Utah Valley,Simpson,80,53,29-64,14-48,45.3,29.2,10-28,4-17,35.7,23.5,12-21,21-26,57.1,80.8,48,33,15,6,30,24,24,7,11,6,4,2,10,15,19,16,0,0,0,0,30,0 
Pittsburgh,Albany,89,56,34-63,19-44,54.0,43.2,13-22,3-17,59.1,17.6,8-10,15-23,80.0,65.2,38,25,15,8,20,15,24,7,6,3,2,3,7,11,17,11,0,0,0,0,33,0 
IUPUI,Anderson (IN),101,68,39-72,27-61,54.2,44.3,10-24,2-12,41.7,16.7,13-16,12-16,81.3,75.0,41,36,18,13,22,17,18,13,8,3,9,0,7,13,17,13,0,0,0,0,36,0 
UConn,Columbia,70,57,26-52,21-73,50.0,28.8,8-17,9-31,47.1,29.0,10-18,6-8,55.6,75.0,46,47,10,20,33,21,13,10,7,11,13,0,15,9,13,16,0,0,0,0,15,0 
St. Bona.,Cornell,79,58,27-54,19-45,50.0,42.2,6-18,8-20,33.3,40.0,19-26,12-19,73.1,63.2,38,29,10,5,25,21,16,12,8,5,4,2,10,18,19,22,0,0,0,0,21,2 
C. Carolina,Covenant College,96,54,39-72,20-50,54.2,40.0,5-16,4-20,31.3,20.0,13-21,10-19,61.9,52.6,58,25,23,7,30,17,18,14,9,6,4,2,12,17,18,18,0,0,0,0,42,0 
Radford,Delaware,58,54,19-58,15-52,32.8,28.8,8-27,2-14,29.6,14.3,12-21,22-36,57.1,61.1,51,47,11,10,36,32,7,8,6,3,4,5,11,12,25,19,0,0,0,0,5,4 
Michigan,Ferris St.,59,33,22-56,14-50,39.3,28.0,9-28,3-18,32.1,16.7,6-10,2-7,60.0,28.6,43,44,8,9,31,30,12,12,7,5,5,1,10,17,10,16,0,0,0,0,26,2 
Bowling Green,Howard,63,48,21-49,17-45,42.9,37.8,4-13,3-7,30.8,42.9,17-23,11-18,73.9,61.1,28,42,6,12,21,26,11,4,9,1,2,2,9,19,18,27,0,0,0,0,17,0 
E. Michigan,UIC,68,57,24-52,21-53,46.2,39.6,1-6,4-20,16.7,20.0,19-28,11-18,67.9,61.1,43,39,13,15,24,19,7,13,8,6,4,4,15,20,17,22,0,1,0,0,11,7 
Florida,Jackson St.,99,59,39-76,16-47,51.3,34.0,13-30,9-13,43.3,69.2,8-15,18-21,53.3,85.7,48,33,23,12,21,17,20,6,12,6,6,4,10,24,14,13,0,0,0,0,40,0 
Florida St.,Jacksonville,79,67,24-54,25-59,44.4,42.4,8-17,5-17,47.1,29.4,23-30,12-20,76.7,60.0,42,36,13,14,26,21,13,11,7,7,3,2,15,16,21,23,0,0,0,0,22,0 
La Salle,Lafayette,79,53,30-61,18-50,49.2,36.0,9-16,3-10,56.3,30.0,10-14,14-22,71.4,63.6,48,30,12,5,32,22,18,7,7,3,4,1,10,12,21,18,0,0,0,0,29,0 
Detroit,Lake Erie,95,57,37-62,19-59,59.7,32.2,6-16,8-21,37.5,38.1,15-22,11-15,68.2,73.3,47,34,13,13,29,16,19,10,12,7,6,2,11,17,14,18,0,0,0,0,39,0 
App. St.,LeesMcCrae,90,61,29-71,20-65,40.8,30.8,8-23,3-15,34.8,20.0,24-37,18-23,64.9,78.3,59,50,20,14,33,30,19,8,15,6,12,2,16,23,23,26,0,0,0,0,35,0 
Hofstra,LIU,89,71,29-49,23-48,59.2,47.9,8-15,8-21,53.3,38.1,23-34,17-32,67.6,53.1,36,26,9,10,22,15,19,18,9,8,3,4,18,20,21,27,0,1,0,0,26,5 
Wake Forest,LoyolaMd.,75,63,24-49,22-63,49.0,34.9,5-13,1-14,38.5,7.1,22-46,18-26,47.8,69.2,41,50,12,19,27,26,10,10,4,6,9,6,17,18,22,34,0,0,0,0,12,0 
Kentucky,Marist,108,58,46-75,20-63,61.3,31.7,4-10,6-18,40.0,33.3,12-15,12-23,80.0,52.2,52,31,15,13,36,16,24,10,8,2,13,4,9,14,18,15,0,0,0,0,50,0 
N. Carolina,Michigan St.,67,55,22-72,24-51,30.6,47.1,2-20,4-12,10.0,33.3,9-13,15-23,69.2,65.2,56,37,24,8,25,26,8,14,7,6,3,11,15,14,25,14,0,0,0,0,0,15 
Harvard,Massachusetts Institute of Technology,76,49,31-58,19-41,53.4,46.3,8-21,3-11,38.1,27.3,6-11,8-10,54.5,80.0,23,36,6,6,17,25,13,11,10,4,9,2,6,22,12,15,0,0,0,0,28,0 
East Carolina,Milligan College,101,45,35-73,19-55,47.9,34.5,13-22,4-15,59.1,26.7,18-26,3-5,69.2,60.0,54,32,27,11,27,17,22,12,14,10,8,2,15,24,14,19,0,0,0,0,56,0 
Villanova,Monmouth,106,70,36-66,23-64,54.5,35.9,12-25,8-31,48.0,25.8,22-26,16-23,84.6,69.6,56,34,15,11,34,18,22,15,9,9,4,8,16,16,21,21,0,0,0,0,40,0 
Xavier,Morgan St.,74,63,28-57,19-58,49.1,32.8,6-14,2-15,42.9,13.3,12-24,23-36,50.0,63.9,44,47,10,14,30,26,18,10,8,9,7,5,15,12,24,20,0,0,0,0,11,0 
Navy,Longwood,78,70,27-50,25-61,54.0,41.0,6-15,5-21,40.0,23.8,18-28,15-24,64.3,62.5,44,34,7,10,33,23,20,7,4,3,2,3,14,8,18,23,0,0,0,0,11,4 
NC State,UNCAsh.,84,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Tennessee,UNCG,92,63,31-48,27-65,64.6,41.5,15-24,3-10,62.5,30.0,15-22,6-15,68.2,40.0,32,38,7,20,24,14,21,12,7,8,6,1,13,10,19,20,0,0,0,0,31,0 
Purdue,N. Illinois,96,34,31-67,14-57,46.3,24.6,14-28,3-18,50.0,16.7,20-26,3-5,76.9,60.0,52,41,15,16,28,21,23,7,14,4,6,4,9,28,13,23,0,0,0,0,62,0 
Liberty,Randolph College,81,58,32-59,19-50,54.2,38.0,5-15,7-15,33.3,46.7,12-23,13-20,52.2,65.0,45,31,11,4,31,22,19,8,10,8,5,2,17,20,21,17,0,0,0,0,37,2 
Robert Morris,Rider,83,57,31-67,16-45,46.3,35.6,11-26,7-21,42.3,33.3,10-20,18-26,50.0,69.2,45,42,19,12,24,23,15,6,15,7,2,2,13,25,26,22,0,0,0,0,28,2 
George Wash.,Md.E. Shore,64,48,25-65,18-62,38.5,29.0,3-12,3-15,25.0,20.0,11-18,9-10,61.1,90.0,48,49,15,17,27,28,11,8,11,10,7,4,15,24,11,18,0,0,0,0,25,5 
Indiana,Stony Brook,96,66,34-52,26-62,65.4,41.9,7-14,5-20,50.0,25.0,21-24,9-15,87.5,60.0,33,29,8,16,24,10,21,8,9,5,2,1,14,16,14,20,1,1,0,0,30,4 
Buffalo,St. Peter's,72,65,23-54,24-62,42.6,38.7,5-18,5-18,27.8,27.8,21-33,12-18,63.6,66.7,44,47,16,19,22,22,15,10,7,8,7,3,12,12,16,23,0,0,0,0,12,0 
New Hamp.,Rams,85,64,33-62,25-54,53.2,46.3,9-18,6-13,50.0,46.2,10-25,8-14,40.0,57.1,40,34,14,9,25,22,12,7,9,5,2,1,14,21,16,21,0,0,0,0,23,0 
Louisville,UT Martin,83,48,31-57,16-54,54.4,29.6,9-23,6-18,39.1,33.3,12-21,10-19,57.1,52.6,46,30,13,11,33,18,20,11,12,7,8,2,19,21,19,20,0,0,0,0,35,0 
Miami,Tenn. Tech,69,58,21-54,19-47,38.9,40.4,7-22,8-17,31.8,47.1,20-25,12-19,80.0,63.2,45,28,14,5,28,21,10,7,7,5,3,5,14,15,18,22,0,0,0,0,11,7 
South Carolina,W. Carolina,75,50,30-59,17-47,50.8,36.2,5-12,6-18,41.7,33.3,10-17,10-16,58.8,62.5,39,33,18,13,19,16,14,10,11,8,5,4,12,19,14,17,0,0,0,0,25,0 
Stetson,BethuneCook.,65,60,23-42,19-73,54.8,26.0,6-12,4-19,50.0,21.1,13-24,18-25,54.2,72.0,39,50,6,27,30,20,15,6,8,16,4,2,29,19,23,23,0,0,0,0,5,1 
Marshall,Alabama St.,67,49,24-55,17-46,43.6,37.0,3-17,6-20,17.6,30.0,16-25,9-22,64.0,40.9,43,29,18,12,22,15,13,7,12,6,3,1,19,22,23,24,0,0,0,0,18,0 
Richmond,American,66,56,18-48,19-57,37.5,33.3,3-16,10-24,18.8,41.7,27-33,8-11,81.8,72.7,36,44,11,17,23,22,8,14,8,2,5,3,6,15,14,21,0,1,0,0,10,9 
Coppin St.,Cheyney,80,65,29-59,22-62,49.2,35.5,10-25,5-29,40.0,17.2,12-25,16-20,48.0,80.0,42,47,13,17,25,23,14,8,6,2,0,3,8,14,18,20,0,0,0,0,27,0 
Rutgers,Dartmouth,62,56,22-46,19-52,47.8,36.5,2-4,4-22,50.0,18.2,16-23,14-16,69.6,87.5,43,25,11,8,26,15,9,8,7,5,6,0,16,12,17,20,1,0,0,0,9,0 
Charleston,Holy Cross,78,69,22-50,24-59,44.0,40.7,7-16,2-11,43.8,18.2,27-42,19-23,64.3,82.6,43,36,12,10,28,24,8,8,6,11,6,3,18,19,20,29,0,0,0,0,21,0 
Campbell,Houston Chr.,82,68,30-58,26-57,51.7,45.6,7-16,5-15,43.8,33.3,20-27,19-31,74.1,61.3,34,39,8,10,25,26,19,13,12,7,2,6,15,18,25,21,0,1,0,0,11,3 
