Florida St.,UNCG,75,60,26-50,22-62,52.0,35.5,8-20,5-23,40.0,21.7,15-22,11-17,68.2,64.7,37,38,11,17,24,16,17,8,13,13,9,0,26,21,16,20,0,0,0,0,17,4 
Fairfield,New Hamp.,58,52,20-38,18-58,52.6,31.0,5-11,8-28,45.5,28.6,13-18,8-12,72.2,66.7,31,41,5,20,23,17,9,5,7,4,6,4,17,16,16,17,0,0,0,0,11,0 
Quinnipiac,Vermont,62,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
South Florida,Florida A&M,83,59,33-66,23-53,50.0,43.4,7-17,9-22,41.2,40.9,10-19,4-10,52.6,40.0,44,32,17,8,25,21,17,17,8,5,3,6,7,13,9,15,0,0,0,0,29,0 
Elon,Lynchburg,109,67,40-73,25-74,54.8,33.8,13-27,8-24,48.1,33.3,16-21,9-13,76.2,69.2,50,44,12,16,35,23,21,13,9,8,7,2,12,17,15,21,0,0,0,0,42,0 
Kansas St.,North Florida,79,68,28-72,26-64,38.9,40.6,2-15,7-18,13.3,38.9,21-30,9-15,70.0,60.0,59,44,25,15,25,21,17,10,11,8,11,6,19,21,19,29,0,0,0,0,11,9 
W. Michigan,S. Illinois,54,43,17-47,17-59,36.2,28.8,3-16,6-22,18.8,27.3,17-27,3-5,63.0,60.0,50,35,16,12,31,18,12,9,8,12,7,4,20,16,12,22,0,0,0,0,11,1 
Dayton,SC Upstate,72,68,26-45,29-57,57.8,50.9,6-14,5-14,42.9,35.7,14-16,5-7,87.5,71.4,28,27,6,10,19,15,17,17,4,9,3,4,14,12,12,16,0,0,0,0,9,5 
Marshall,Iona,82,63,29-58,25-47,50.0,53.2,7-20,3-13,35.0,23.1,17-26,10-12,65.4,83.3,44,20,19,4,20,14,13,14,8,2,2,0,11,14,18,22,1,1,0,0,19,8 
UC Riverside,Montana St.,75,73,25-67,15-46,37.3,32.6,8-15,3-13,53.3,23.1,17-22,40-52,77.3,76.9,58,43,21,13,25,25,8,6,3,4,3,8,9,9,29,21,1,1,0,0,13,4 
NC State,NC Central,65,60,20-54,24-58,37.0,41.4,7-23,6-17,30.4,35.3,18-22,6-8,81.8,75.0,48,38,16,11,25,19,15,16,7,8,1,3,16,12,15,17,0,0,0,0,15,0 
Alabama St.,Tx. Wesleyan,88,80,29-69,31-65,42.0,47.7,9-30,12-26,30.0,46.2,13-20,14-21,65.0,66.7,47,45,15,12,26,31,12,18,7,5,1,3,10,12,20,19,1,0,0,0,0,12 
Sacred Heart,Lafayette,84,79,30-60,26-55,50.0,47.3,9-20,12-27,45.0,44.4,15-23,15-20,65.2,75.0,40,35,13,6,24,24,16,10,8,8,6,3,17,17,22,19,0,0,0,0,11,4 
Furman,Jacksonville,85,79,25-54,30-62,46.3,48.4,8-23,5-14,34.8,35.7,27-33,14-22,81.8,63.6,33,39,13,21,15,17,15,14,9,9,6,2,14,21,20,27,0,0,0,0,16,7 
Va. Tech,Norfolk St.,73,60,25-59,22-45,42.4,48.9,7-15,5-14,46.7,35.7,16-20,11-17,80.0,64.7,38,30,16,6,20,22,10,10,5,3,3,7,9,13,16,18,0,0,0,0,13,5 
Washington St.,Santa Clara,93,55,31-46,20-50,67.4,40.0,6-13,3-15,46.2,20.0,25-32,12-22,78.1,54.5,35,24,8,11,25,13,19,7,7,7,2,1,12,15,15,21,0,1,0,0,38,0 
Winthrop,VirginiaWise,79,70,30-61,26-55,49.2,47.3,3-11,8-17,27.3,47.1,16-22,10-12,72.7,83.3,38,31,15,10,20,18,11,16,5,5,5,2,11,13,14,22,0,1,0,0,15,4 
South Alabama,Alcorn St.,102,62,37-75,22-64,49.3,34.4,5-13,6-18,38.5,33.3,23-28,12-21,82.1,57.1,56,34,20,13,33,18,21,11,11,7,9,8,10,15,15,20,0,0,0,0,42,0 
California,Jackson St.,73,46,27-51,16-47,52.9,34.0,7-18,4-9,38.9,44.4,12-16,10-13,75.0,76.9,35,24,8,7,25,16,24,8,4,2,3,1,11,16,10,15,0,0,0,0,27,1 
UTEP,N. Mex. St.,73,69,26-52,21-47,50.0,44.7,7-17,10-21,41.2,47.6,14-27,17-32,51.9,53.1,44,30,12,7,27,23,21,15,5,8,6,2,13,11,22,25,0,0,0,0,16,5 
Boston College,Stony Brook,66,51,23-48,19-64,47.9,29.7,6-25,9-28,24.0,32.1,14-17,4-5,82.4,80.0,42,36,5,11,34,19,11,7,3,7,7,0,17,12,5,14,0,1,0,0,17,5 
